"","ID","adj.P.Val","P.Value","t","B","logFC","Gene.symbol","Gene.ID","Gene.title"
"202575_at","202575_at",0.000739601340230405,8.8833324212036e-05,4.07275728946125,0.878935585289762,1.07121314307458,"CRABP2","1382","cellular retinoic acid binding protein 2"
"236381_s_at","236381_s_at",0.000740169059466077,8.89150504357236e-05,4.07251011615033,0.878066998201737,0.678910011415521,"WRAP73","49856","WD repeat containing, antisense to TP73"
"32541_at","32541_at",0.000741748983230463,8.91319765857181e-05,-4.07185509708782,0.875765394173192,-0.492109433028922,"PPP3CC","5533","protein phosphatase 3 catalytic subunit gamma"
"219226_at","219226_at",0.000742216152401683,8.92016888419105e-05,4.07164492167948,0.875026937735988,1.00637810502282,"CDK12","51755","cyclin dependent kinase 12"
"220587_s_at","220587_s_at",0.000743959709767167,8.94520554551322e-05,4.0708913864642,0.872379602128041,0.585246175799082,"MLST8","64223","MTOR associated protein, LST8 homolog"
"212995_x_at","212995_x_at",0.000745802834920225,8.97009500216808e-05,4.07014428116251,0.869755209505788,0.448737636986287,"MZT2A///MZT2B///PHGDH","653784///80097///26227","mitotic spindle organizing protein 2A///mitotic spindle organizing protein 2B///phosphoglycerate dehydrogenase"
"218383_at","218383_at",0.000746667234997077,8.9818571642904e-05,-4.06979190760092,0.868517532095564,-0.44670632420092,"MIR4707///HAUS4","100616424///54930","microRNA 4707///HAUS augmin like complex subunit 4"
"209717_at","209717_at",0.000747886217560371,8.9992563792038e-05,-4.06927146744618,0.866689680513331,-0.334448295281587,"EVI5","7813","ecotropic viral integration site 5"
"224681_at","224681_at",0.000748430708653297,9.00717706984672e-05,4.06903486521372,0.865858760038562,0.314330742009126,"GNA12","2768","G protein subunit alpha 12"
"225641_at","225641_at",0.000750839837825918,9.04029017358577e-05,-4.06804788285856,0.862392969547397,-0.434362264079149,"MEF2D","4209","myocyte enhancer factor 2D"
"201359_at","201359_at",0.000751991036576944,9.05552626396452e-05,4.06759491232181,0.860802568266274,0.325625167427701,"COPB1","1315","coatomer protein complex subunit beta 1"
"218455_at","218455_at",0.000756097886485086,9.10636411980666e-05,4.06608876035975,0.855515327046391,0.435314299847791,"NFS1","9054","NFS1 cysteine desulfurase"
"203272_s_at","203272_s_at",0.000757705548862737,9.12849830884106e-05,4.06543551447676,0.853222597967066,0.579775920852347,"TUSC2","11334","tumor suppressor candidate 2"
"222615_s_at","222615_s_at",0.000760429960697705,9.16827489880068e-05,4.06426539161552,0.849116433585837,0.22277786149162,"LOC100630923///LOC100289561///PRKRIP1","100630923///100289561///79706","LOC100289561-PRKRIP1 readthrough///uncharacterized LOC100289561///PRKR interacting protein 1 (IL11 inducible)"
"221039_s_at","221039_s_at",0.000760760349648242,9.17364972150135e-05,4.06410765139756,0.848562961854805,0.757236841704711,"ASAP1","50807","ArfGAP with SH3 domain, ankyrin repeat and PH domain 1"
"203577_at","203577_at",0.000763763725714645,9.21126293070393e-05,4.06300624975805,0.84469885136958,0.615425026636219,"GTF2H4","2968","general transcription factor IIH subunit 4"
"225981_at","225981_at",0.000766234971433736,9.24947564968021e-05,4.06189169432979,0.84078937232501,0.83682044901065,"HID1","283987","HID1 domain containing"
"229175_at","229175_at",0.00076642611623556,9.25327044039851e-05,-4.06178125194036,0.840402020930197,-0.261914459665149,"SMYD4","114826","SET and MYND domain containing 4"
"218594_at","218594_at",0.00076642611623556,9.25458659238622e-05,4.061742957198,0.840267712687505,0.475720875190253,"HEATR1","55127","HEAT repeat containing 1"
"228528_at","228528_at",0.000766493898155196,9.25680696756974e-05,-4.06167836500627,0.840041175495502,-1.18164184931508,"MIR29C///MIR29B2","407026///407025","microRNA 29c///microRNA 29b-2"
"210624_s_at","210624_s_at",0.000770729368853716,9.31359659810974e-05,4.06003133891407,0.834265629678697,0.560396769406386,"ILVBL","10994","ilvB acetolactate synthase like"
"228648_at","228648_at",0.000772570338600916,9.34008219140751e-05,4.05926648303713,0.831584129664177,1.43872055936073,"LRG1","116844","leucine rich alpha-2-glycoprotein 1"
"217767_at","217767_at",0.000773628997123087,9.35429593046315e-05,-4.05885687187939,0.830148230281244,-0.785649155251152,"C3","718","complement component 3"
"206335_at","206335_at",0.000776299231706489,9.38800278014322e-05,4.05788788601227,0.826751854740291,0.589745920852349,"GALNS","2588","galactosamine (N-acetyl)-6-sulfatase"
"226569_s_at","226569_s_at",0.000776798753670162,9.39688515185085e-05,4.0576330950505,0.825858889897297,0.319636605783861,"CHTF18","63922","chromosome transmission fidelity factor 18"
"200619_at","200619_at",0.000776857667560071,9.39901869393666e-05,4.05757192871063,0.825644526583559,0.323513512176559,"SF3B2","10992","splicing factor 3b subunit 2"
"226121_at","226121_at",0.000777125351476745,9.40367869294951e-05,4.05743837780083,0.825176492809958,0.850378694824955,"DHRS13","147015","dehydrogenase/reductase 13"
"210527_x_at","210527_x_at",0.000779903273215996,9.44142369844764e-05,4.05635897292791,0.821394095004959,0.228066746575334,"TUBA3D///TUBA3C","113457///7278","tubulin alpha 3d///tubulin alpha 3c"
"238406_x_at","238406_x_at",0.000779903273215996,9.44290919340142e-05,4.05631657634614,0.821245546009375,0.240276506849308,"SEZ6L2","26470","seizure related 6 homolog like 2"
"217912_at","217912_at",0.000781428805447845,9.46550721451627e-05,4.05567240657752,0.818988646039373,0.506277092846256,"DUS1L","64118","dihydrouridine synthase 1 like"
"229632_s_at","229632_s_at",0.00078254223407401,9.48067628441928e-05,-4.05524082874967,0.817476725617396,-0.387230517503809,"INTS10","55174","integrator complex subunit 10"
"213989_x_at","213989_x_at",0.000784674509664069,9.51081477008466e-05,4.05438531153563,0.814479992265146,0.47014459284627,"SETD4","54093","SET domain containing 4"
"208987_s_at","208987_s_at",0.000784756514832235,9.51324404263019e-05,4.05431646678332,0.814238860766928,0.646038751902586,"KDM2A","22992","lysine demethylase 2A"
"219685_at","219685_at",0.000785193536747104,9.51997796999827e-05,-4.05412571753804,0.813570769568236,-0.233581643835619,"TMEM35A","59353","transmembrane protein 35A"
"219502_at","219502_at",0.00078583483517567,9.52919059389975e-05,4.05386496439063,0.812657529887694,0.450969296042615,"NEIL3","55247","nei like DNA glycosylase 3"
"227049_at","227049_at",0.000789165364802628,9.57390738863435e-05,-4.0526027236266,0.808237373137719,-0.472528116438364,"ZADH2","284273","zinc binding alcohol dehydrogenase domain containing 2"
"208697_s_at","208697_s_at",0.000792518617930694,9.61893653148255e-05,-4.05133735640094,0.803807279993707,-0.415457382039591,"EIF3E","3646","eukaryotic translation initiation factor 3 subunit E"
"1558097_at","1558097_at",0.000795420803825725,9.65707049985398e-05,4.0502701776992,0.800071839329287,0.391238744292232,"PRR14L","253143","proline rich 14 like"
"201013_s_at","201013_s_at",0.000796239059744751,9.66991743338847e-05,4.04991156466186,0.798816749628901,0.572025585996947,"PAICS","10606","phosphoribosylaminoimidazole carboxylase; phosphoribosylaminoimidazolesuccinocarboxamide synthase"
"219920_s_at","219920_s_at",0.000797153724570984,9.68248355715757e-05,4.04956123118163,0.797590715717279,0.435458047945207,"AMIGO3///GMPPB","386724///29925","adhesion molecule with Ig like domain 3///GDP-mannose pyrophosphorylase B"
"219050_s_at","219050_s_at",0.000799563740824631,9.71321877742515e-05,4.04870618854427,0.794598718078939,0.414590490867577,"ZNHIT2","741","zinc finger HIT-type containing 2"
"204690_at","204690_at",0.000799940764325885,9.71926199801894e-05,-4.04853837306669,0.794011546147226,-0.428875665905645,"STX8","9482","syntaxin 8"
"223128_at","223128_at",0.000801932426072893,9.74631651119113e-05,4.04778831292331,0.791387368210708,0.37695732496194,"FOXRED1","55572","FAD dependent oxidoreductase domain containing 1"
"218679_s_at","218679_s_at",0.000801932426072893,9.74639409465821e-05,4.04778616486409,0.791379853472292,0.520744775494668,"VPS28","51160","VPS28, ESCRT-I subunit"
"224608_s_at","224608_s_at",0.000802228126879042,9.75438973478165e-05,4.04756487669675,0.790605717902054,0.515344200913235,"VPS25","84313","vacuolar protein sorting 25 homolog"
"233587_s_at","233587_s_at",0.000804754939561129,9.7880573353114e-05,4.04663498943745,0.787353019054189,0.706624170471836,"SIPA1L2","57568","signal induced proliferation associated 1 like 2"
"201230_s_at","201230_s_at",0.000806036191662989,9.8051151545506e-05,-4.04616502637322,0.785709320321821,-0.435661906392694,"ARIH2","10425","ariadne RBR E3 ubiquitin protein ligase 2"
"212561_at","212561_at",0.000807311471265589,9.82210499654083e-05,-4.0456977134174,0.784075029141667,-0.306342222222225,"DENND5A","23258","DENN domain containing 5A"
"224630_at","224630_at",0.000807944132250373,9.83127994853541e-05,4.04544567402192,0.783193652094652,0.315575829528152,"ERLEC1","27248","endoplasmic reticulum lectin 1"
"221666_s_at","221666_s_at",0.000808495775740633,9.83947122410273e-05,4.04522084673977,0.782407469274415,0.807415669710802,"PYCARD","29108","PYD and CARD domain containing"
"202411_at","202411_at",0.00080928994010079,9.85209664620184e-05,4.04487466532732,0.781196994318385,1.06346224505327,"IFI27","3429","interferon alpha inducible protein 27"
"217929_s_at","217929_s_at",0.000811174396414182,9.87652118322672e-05,4.04420616294494,0.778859690996987,0.721357256468792,"KIAA0319L","79932","KIAA0319 like"
"240572_s_at","240572_s_at",0.00081157614345106,9.88289705184665e-05,4.04403191513186,0.778250510108652,0.607271685692541,"LOC374443","374443","C-type lectin domain family 2 member D pseudogene"
"209528_s_at","209528_s_at",0.000814798383253009,9.92362585108694e-05,4.04292135928379,0.774368392072643,0.492715684931502,"TELO2","9894","telomere maintenance 2"
"240449_at","240449_at",0.000815071179944583,9.92843906434554e-05,4.04279040531147,0.773910673955739,0.265352252663618,"ZNF341","84905","zinc finger protein 341"
"204913_s_at","204913_s_at",0.000815512561368745,9.93530712625004e-05,4.04260364986666,0.773257934025849,2.00311726407915,"SOX11","6664","SRY-box 11"
"209428_s_at","209428_s_at",0.000818189519818669,9.96941670056145e-05,4.04167797352505,0.770022874802138,0.563493314307447,"ZFPL1","7542","zinc finger protein like 1"
"218075_at","218075_at",0.000818203831589048,9.97108757179301e-05,4.04163270681314,0.769864690365297,0.456327530441396,"AAAS","8086","aladin WD repeat nucleoporin"
"219332_at","219332_at",0.000818305889909668,9.97382798419392e-05,4.04155848014735,0.769605308239028,0.485943660578382,"MICALL2","79778","MICAL like 2"
"206173_x_at","206173_x_at",0.000818349222892539,9.97585289543443e-05,4.04150364604704,0.769413694904864,0.531241069254181,"GABPB1","2553","GA binding protein transcription factor beta subunit 1"
"226449_at","226449_at",0.000820489647002323,0.000100049464591943,-4.04071697330731,0.766664940543211,-0.486038146879765,"CEP120","153241","centrosomal protein 120"
"224896_s_at","224896_s_at",0.000820871665710615,0.000100113881039644,4.04054309110699,0.766057422636745,0.557256213850827,"TTL","150465","tubulin tyrosine ligase"
"203099_s_at","203099_s_at",0.000820891235609039,0.000100143475839274,4.04046324043411,0.76577844298347,0.429162222222221,"CDYL","9425","chromodomain Y-like"
"227067_x_at","227067_x_at",0.000822349370026846,0.000100336399587546,4.03994325951559,0.763961849716146,0.701383512176554,"LOC101929796///LOC100996763///LOC100996717///NOTCH2NL///NOTCH2","101929796///100996763///100996717///388677///4853","notch homolog 2 N-terminal-like protein///notch homolog 2 N-terminal-like protein///notch homolog 2 N-terminal-like protein///notch 2 N-terminal like///notch 2"
"226067_at","226067_at",0.000825851027920391,0.000100808957665125,4.03867362081086,0.759526990386487,1.69377022070015,"BPIFB1","92747","BPI fold containing family B member 1"
"201892_s_at","201892_s_at",0.000827232803712377,0.000101007886558461,-4.03814085414576,0.757666336420738,-0.579071103500779,"IMPDH2","3615","inosine monophosphate dehydrogenase 2"
"226530_at","226530_at",0.000828332637833165,0.000101157330092584,4.03774127810453,0.756270960556153,0.423263847031961,"BMF","90427","Bcl2 modifying factor"
"204958_at","204958_at",0.000828887077277173,0.000101255359654947,-4.03747947735376,0.755356770393075,-0.739171537290716,"PLK3","1263","polo like kinase 3"
"202304_at","202304_at",0.000829992283203634,0.000101420730573086,-4.03703838194306,0.753816594074298,-0.469557275494671,"FNDC3A","22862","fibronectin type III domain containing 3A"
"202080_s_at","202080_s_at",0.000830804319471966,0.000101561420765962,-4.0366636591841,0.752508268725921,-0.556573641552517,"TRAK1","22906","trafficking kinesin protein 1"
"220371_s_at","220371_s_at",0.000830804319471966,0.00010156554314313,4.03665268688823,0.752469960859751,0.356396936834088,"SLC12A9","56996","solute carrier family 12 member 9"
"204835_at","204835_at",0.000831306789433068,0.000101642174437312,4.03644879930623,0.751758136673419,0.532133694824953,"POLA1","5422","DNA polymerase alpha 1, catalytic subunit"
"209671_x_at","209671_x_at",0.000831508821087482,0.000101682084641809,4.03634267123464,0.751387626623794,1.05058009893455,"TRAC","28755","T-cell receptor alpha constant"
"227367_at","227367_at",0.000833263892197589,0.000101911945992232,-4.03573220535882,0.749256531659388,-0.631636567732121,"SLCO3A1","28232","solute carrier organic anion transporter family member 3A1"
"235075_at","235075_at",0.000834421118973842,0.000102083791050253,-4.03527667930346,0.747666475313256,-1.31832558599696,"DSG3","1830","desmoglein 3"
"232449_at","232449_at",0.000834421118973842,0.000102084003014468,-4.03527611788297,0.747664515703821,-0.0823018531202449,"BCO2","83875","beta-carotene oxygenase 2"
"1553704_x_at","1553704_x_at",0.000837345305644114,0.000102487696120172,-4.03420889229334,0.743939781435313,-0.451973980213101,"ZNF791","163049","zinc finger protein 791"
"235496_at","235496_at",0.000840487118282496,0.000102887613766159,-4.03315560666866,0.740264408744465,-0.899040357686459,"HRCT1","646962","histidine rich carboxyl terminus 1"
"234120_at","234120_at",0.000842826257797274,0.000103204788220443,4.03232302829691,0.737359678800101,0.992605095129373,"LOC105376379","105376379","uncharacterized LOC105376379"
"202967_at","202967_at",0.000843050111301691,0.000103247618569294,-4.03221078692988,0.736968120707417,-0.666206312785389,"GSTA4","2941","glutathione S-transferase alpha 4"
"38766_at","38766_at",0.000844791810213996,0.000103476374083276,4.03161206279097,0.734879585063398,0.377408207762548,"TMEM265///SRCAP","100862671///10847","transmembrane protein 265///Snf2-related CREBBP activator protein"
"220607_x_at","220607_x_at",0.000854117297484832,0.000104696737590185,4.02843923761808,0.723815590596838,0.467005057077621,"NELFCD","51497","negative elongation factor complex member C/D"
"228263_at","228263_at",0.000855021574151588,0.000104838859316182,-4.02807203814571,0.722535538585876,-0.329621088280064,"GRASP","160622","general receptor for phosphoinositides 1 associated scaffold protein"
"202819_s_at","202819_s_at",0.000855801721076666,0.000104950169909813,4.02778477772736,0.721534212760313,0.427220639269405,"TCEB3","6924","transcription elongation factor B subunit 3"
"1557630_s_at","1557630_s_at",0.000856841755686302,0.000105109056339973,-4.02737524244551,0.720106754787917,-0.292237363013701,"LOC107984534","107984534","uncharacterized LOC107984534"
"206754_s_at","206754_s_at",0.000857445803550746,0.00010521452027475,4.0271037324203,0.719160450347744,2.25895265981735,"CYP2B7P///CYP2B6","1556///1555","cytochrome P450 family 2 subfamily B member 7, pseudogene///cytochrome P450 family 2 subfamily B member 6"
"201375_s_at","201375_s_at",0.000858791723569236,0.000105426795584759,-4.02655803204883,0.717258641543213,-0.41807005327246,"PPP2CB","5516","protein phosphatase 2 catalytic subunit beta"
"217499_x_at","217499_x_at",0.000860673984081183,0.00010568934849787,4.02588453435968,0.714911710327185,0.780543184931501,"OR7E37P","100506759","olfactory receptor family 7 subfamily E member 37 pseudogene"
"238853_at","238853_at",0.0008631473946582,0.000106040439870492,4.0249864158666,0.711782494318496,0.870347762557075,"RAB3IP","117177","RAB3A interacting protein"
"221190_s_at","221190_s_at",0.000864808081640342,0.000106276095117356,4.02438518594913,0.709687981660002,0.373703120243521,"C18orf8","29919","chromosome 18 open reading frame 8"
"201078_at","201078_at",0.000866501677025475,0.000106500068945792,4.0238149399391,0.707701620743518,0.384139767884305,"TM9SF2","9375","transmembrane 9 superfamily member 2"
"233202_at","233202_at",0.000874443524604245,0.000107540160209217,-4.02118177196313,0.698532086959907,-0.0851859208523611,"CNTNAP3","79937","contactin associated protein-like 3"
"231698_at","231698_at",0.000881540721725544,0.000108461352264248,-4.01886988244616,0.690484990046574,-0.673239022070019,"LOC647115","647115","translation initiation factor IF-2"
"222746_s_at","222746_s_at",0.00088177916864841,0.00010850681749733,4.01875626661608,0.6900896101941,0.826289863013695,"BSPRY","54836","B-box and SPRY domain containing"
"221025_x_at","221025_x_at",0.000882705226130513,0.000108669206713937,4.01835083380039,0.688678782629969,0.283728630136981,"PUS7L","83448","pseudouridylate synthase 7 like"
"202627_s_at","202627_s_at",0.00088298178771616,0.000108719403656245,4.01822562568948,0.688243103869979,1.0062899847793,"SERPINE1","5054","serpin family E member 1"
"226599_at","226599_at",0.000883155859471063,0.000108756989516574,4.01813191007063,0.68791701408784,0.721134315068488,"FHDC1","85462","FH2 domain containing 1"
"202263_at","202263_at",0.000885430854125101,0.000109069534568497,4.01735381598458,0.685209799809168,0.62414705098934,"CYB5R1","51706","cytochrome b5 reductase 1"
"228836_at","228836_at",0.00088716061789899,0.000109298837168132,4.01678431264391,0.68322857776526,0.673737933789952,"SLC25A35","399512","solute carrier family 25 member 35"
"225323_at","225323_at",0.000887940053341928,0.000109411104515127,4.01650589844671,0.682260089208417,0.588852595129373,"CC2D1B","200014","coiled-coil and C2 domain containing 1B"
"229484_at","229484_at",0.000890671727590502,0.000109780279327524,4.01559229669809,0.679082391591662,0.754607499999997,"PPM1J","333926","protein phosphatase, Mg2+/Mn2+ dependent 1J"
"209573_s_at","209573_s_at",0.000891181254486149,0.000109859380982838,4.01539692511673,0.678402917556377,0.520899486301367,"LDLRAD4","753","low density lipoprotein receptor class A domain containing 4"
"222500_at","222500_at",0.000892471252337879,0.000110034727242975,4.01496432019724,0.676898467033273,0.587178736681881,"PPIL1","51645","peptidylprolyl isomerase like 1"
"223734_at","223734_at",0.000895743555816418,0.0001104545597314,-4.01393120533805,0.673306133454152,-0.713000239726029,"MGARP","84709","mitochondria localized glutamic acid rich protein"
"205499_at","205499_at",0.000899516855543741,0.00011100210744131,4.01258944043749,0.668641582877873,0.90904229071537,"SRPX2","27286","sushi repeat containing protein, X-linked 2"
"221059_s_at","221059_s_at",0.000900477800356955,0.000111153629165233,4.01221925487088,0.667354861279996,0.736918063165898,"COTL1","23406","coactosin like F-actin binding protein 1"
"229461_x_at","229461_x_at",0.000900831623778296,0.00011121378071337,-4.01207243130672,0.666844544030041,-0.968244018264841,"NEGR1","257194","neuronal growth regulator 1"
"219900_s_at","219900_s_at",0.000901482597729973,0.000111310635889804,4.01183617759638,0.666023421738542,0.258099741248092,"ZNF446","55663","zinc finger protein 446"
"225600_at","225600_at",0.000901595271139672,0.000111341038330774,4.01176205907184,0.665765823085549,0.838401544901064,"TRIQK","286144","triple QxxK/R motif containing"
"201115_at","201115_at",0.000903381792719633,0.000111578184659089,4.01118458025385,0.663758917770997,0.530248786149158,"POLD2","5425","DAN polymerase delta 2, accessory subunit"
"41660_at","41660_at",0.000903503932581258,0.000111609795348035,4.01110769323735,0.663491729295775,1.16871400684931,"CELSR1","9620","cadherin EGF LAG seven-pass G-type receptor 1"
"213195_at","213195_at",0.000904510440033522,0.000111750672563812,-4.01076528911323,0.66230189367582,-0.534833078386611,"LYRM9","201229","LYR motif containing 9"
"201579_at","201579_at",0.000904950841894978,0.000111821634894238,-4.01059297044837,0.661703124056681,-0.79279517503806,"FAT1","2195","FAT atypical cadherin 1"
"227235_at","227235_at",0.000905294903395436,0.000111880707128358,-4.01044960439134,0.661204972862222,-0.823491377473369,"GUCY1A3","2982","guanylate cyclase 1 soluble subunit alpha"
"203458_at","203458_at",0.000905468973356479,0.000111918780465351,4.01035724021668,0.660884043850318,0.848599117199388,"SPR","6697","sepiapterin reductase (7,8-dihydrobiopterin:NADP+ oxidoreductase)"
"219707_at","219707_at",0.000906453475982452,0.000112073625928512,4.00998190157179,0.659579946430132,0.288643245814304,"CPNE7","27132","copine 7"
"222062_at","222062_at",0.000906741361104425,0.000112125804159616,-4.00985553552641,0.659140913477566,-0.89620743531203,"IL27RA","9466","interleukin 27 receptor subunit alpha"
"225475_at","225475_at",0.000907347906353347,0.000112233998914818,-4.00959368690828,0.658231206534236,-0.357561780821921,"MIER1","57708","MIER1 transcriptional regulator"
"1554575_a_at","1554575_a_at",0.00090849163982804,0.000112425321171953,4.00913124674357,0.656624717196176,0.705686210045659,"BPNT1","10380","3'(2'), 5'-bisphosphate nucleotidase 1"
"209624_s_at","209624_s_at",0.000909702997522527,0.000112608502738591,4.0086891879426,0.655089159224765,1.12217557458143,"MCCC2","64087","methylcrotonoyl-CoA carboxylase 2"
"219127_at","219127_at",0.000909743983799652,0.000112652653523463,4.00858274490476,0.654719431918746,0.909250783866048,"PRR15L","79170","proline rich 15 like"
"238037_at","238037_at",0.000909743983799652,0.000112655597710406,4.00857564818939,0.654694781907739,0.433376655251139,"LMLN","89782","leishmanolysin like peptidase"
"219032_x_at","219032_x_at",0.000910806829907463,0.000112811775987807,4.0081994475896,0.65338811798293,0.725811601978686,"OPN3","23596","opsin 3"
"225896_at","225896_at",0.000913114346783305,0.000113130984638502,-4.007432087943,0.650723115105939,-0.325334840182655,"MPRIP","23164","myosin phosphatase Rho interacting protein"
"235470_at","235470_at",0.000914340295164482,0.000113349767181067,-4.00690734198399,0.648900914493315,-0.490007089041105,"LSM8","51691","LSM8 homolog, U6 small nuclear RNA associated"
"215873_x_at","215873_x_at",0.000918191723749455,0.000113860811833952,4.00568537438109,0.644658267027216,0.406365627853877,"ABCC10","89845","ATP binding cassette subfamily C member 10"
"228606_at","228606_at",0.000921026275734536,0.000114246002780642,4.00476779911267,0.641473091382476,0.683925612633184,"TCTEX1D2","255758","Tctex1 domain containing 2"
"221090_s_at","221090_s_at",0.000922066266747759,0.000114408734405428,4.00438103966594,0.640130696047296,0.429054726027399,"OGFOD1","55239","2-oxoglutarate and iron dependent oxygenase domain containing 1"
"212081_x_at","212081_x_at",0.000923478253934321,0.000114600822184625,4.00392518667254,0.638548608191986,0.750996012176555,"PRRC2A","7916","proline rich coiled-coil 2A"
"229572_at","229572_at",0.000923506433093085,0.000114621209967438,-4.00387684631453,0.638380845467791,-0.422358112633187,"ATP6V0A2","23545","ATPase H+ transporting V0 subunit a2"
"235300_x_at","235300_x_at",0.00092362757940434,0.000114653139120572,-4.00380115736203,0.638118173856692,-0.412208036529684,"RCHY1","25898","ring finger and CHY zinc finger domain containing 1"
"200703_at","200703_at",0.000924914950346068,0.000114829861599435,4.00338259592055,0.636665660690777,0.244384931506843,"DYNLL1","8655","dynein light chain LC8-type 1"
"200652_at","200652_at",0.000926055703318882,0.000114988425602778,4.00300756617137,0.635364308612224,0.313867808219173,"SSR2","6746","signal sequence receptor subunit 2"
"219004_s_at","219004_s_at",0.000926427743293357,0.000115051566108128,4.00285836621281,0.634846610234019,0.965176270928457,"MIS18A","54069","MIS18 kinetochore protein A"
"219109_at","219109_at",0.000932365705556015,0.00011588693196976,-4.00089174671165,0.628024107692992,-0.976627743531203,"SPAG16","79582","sperm associated antigen 16"
"235074_at","235074_at",0.000933215006614063,0.000116013944215012,-4.0005939220766,0.626991124491318,-0.393711305175044,"SPRED1","161742","sprouty related EVH1 domain containing 1"
"203447_at","203447_at",0.00093359793997821,0.000116078624526235,4.00044237624642,0.626465520538506,0.408816879756462,"PSMD5","5711","proteasome 26S subunit, non-ATPase 5"
"230443_at","230443_at",0.000933747159272386,0.000116114255800511,-4.0003589267335,0.626176100218609,-0.217274509132421,"SNU13","4809","SNU13 homolog, small nuclear ribonucleoprotein (U4/U6.U5)"
"204140_at","204140_at",0.000933897392926888,0.000116150018690495,-4.00027519358902,0.625885700686007,-0.718106103500769,"TPST1","8460","tyrosylprotein sulfotransferase 1"
"210951_x_at","210951_x_at",0.000933951889115998,0.000116173878333386,4.00021934372081,0.625692007175697,0.663726974885838,"RAB27A","5873","RAB27A, member RAS oncogene family"
"1553510_s_at","1553510_s_at",0.000934754103058152,0.000116290761938757,3.99994590477735,0.624743719545916,0.602709531963466,"CNOT9","9125","CCR4-NOT transcription complex subunit 9"
"209149_s_at","209149_s_at",0.000938122279338133,0.00011674410587319,3.99888782662307,0.621074750201526,0.630878603500749,"TM9SF1","10548","transmembrane 9 superfamily member 1"
"225468_at","225468_at",0.000939226361440305,0.000116915859459766,3.99848798961615,0.619688470519876,0.969886875951288,"PATL1","219988","PAT1 homolog 1, processing body mRNA decay factor"
"214140_at","214140_at",0.000942154314610634,0.000117297565972649,3.99760139584131,0.616614915838195,0.556076845509891,"SLC25A16","8034","solute carrier family 25 member 16"
"208677_s_at","208677_s_at",0.000944111212102576,0.000117558466062997,3.99699698605264,0.614519897012242,0.811181883561638,"BSG","682","basigin (Ok blood group)"
"223849_s_at","223849_s_at",0.000944381060734355,0.000117609339598358,3.99687928016413,0.614111929434816,0.726427667427699,"MOV10","4343","Mov10 RISC complex RNA helicase"
"209240_at","209240_at",0.0009451207865785,0.000117718748177404,-3.99662630681053,0.613235156047212,-0.389847557077637,"OGT","8473","O-linked N-acetylglucosamine (GlcNAc) transferase"
"202352_s_at","202352_s_at",0.000945428933184775,0.000117774420922204,3.9964976671601,0.612789323146989,0.500019071537283,"PSMD12","5718","proteasome 26S subunit, non-ATPase 12"
"227733_at","227733_at",0.000946008020431871,0.000117863861640273,3.99629112356428,0.612073516806841,0.654569710806696,"TMEM63C","57156","transmembrane protein 63C"
"222425_s_at","222425_s_at",0.000946368238891648,0.000117926050508803,3.99614760039615,0.611576132858559,0.736515635464226,"POLDIP2","26073","DNA polymerase delta interacting protein 2"
"212129_at","212129_at",0.000946897225859499,0.000118009285724858,3.99595561841027,0.610910834024444,0.38506651826483,"NIPA2","81614","non imprinted in Prader-Willi/Angelman syndrome 2"
"200800_s_at","200800_s_at",0.000947002553695056,0.000118039733030303,3.99588542405191,0.610667586760365,0.6232708066971,"HSPA1L///HSPA1B///HSPA1A","3305///3304///3303","heat shock protein family A (Hsp70) member 1 like///heat shock protein family A (Hsp70) member 1B///heat shock protein family A (Hsp70) member 1A"
"225810_at","225810_at",0.000947185025563656,0.000118079801266427,-3.9957930756134,0.610347572902462,-0.510091187214614,"MTMR10","54893","myotubularin related protein 10"
"223886_s_at","223886_s_at",0.000948950991294811,0.000118352022124176,-3.99516645866365,0.608176309585657,-0.442367176560124,"RNF146","81847","ring finger protein 146"
"212102_s_at","212102_s_at",0.000950312144428672,0.000118556545718299,3.99469657783426,0.606548310925928,0.422602739726023,"KPNA6","23633","karyopherin subunit alpha 6"
"234018_s_at","234018_s_at",0.000951682645973041,0.000118744929324702,-3.99426446277795,0.605051284456328,-0.67488177321157,"SEL1L2","80343","SEL1L2 ERAD E3 ligase adaptor subunit"
"207803_s_at","207803_s_at",0.000953164196676963,0.000118947221105202,-3.99380117421094,0.603446392923322,-1.8946166933029,"CSN3","1448","casein kappa"
"205075_at","205075_at",0.000953679979983374,0.000119029029417587,-3.99361403070675,0.602798142630374,-0.226184478691021,"SERPINF2","5345","serpin family F member 2"
"213295_at","213295_at",0.000953788785322138,0.000119060054134862,-3.99354309117128,0.602552419560531,-0.64525054414004,"CYLD","1540","CYLD lysine 63 deubiquitinase"
"225003_at","225003_at",0.000953880465126678,0.000119088944763689,3.99347704722177,0.602323656908228,0.61219214611871,"TMEM205","374882","transmembrane protein 205"
"218913_s_at","218913_s_at",0.00095400361376396,0.00011912176810547,3.99340203167765,0.602063821890219,0.517590490867577,"GMIP","51291","GEM interacting protein"
"225885_at","225885_at",0.000955282307995746,0.000119298904416917,-3.99299753927687,0.60066282390861,-0.421994425418578,"EEA1","8411","early endosome antigen 1"
"242273_at","242273_at",0.000956237683302094,0.000119435704421948,-3.99268554793071,0.599582283810684,-0.806332747336381,"LLPH","84298","LLP homolog, long-term synaptic facilitation"
